,r,p-value,lower,upper
0.1x,0.6,0.01805008794149996,0.14843616603845255,0.8445270966114837
0.2x,0.7142857142857142,0.0027743838176388087,0.3383902944518415,0.8935941944875877
0.3x,0.807142857142857,0.0002752442706954192,0.5191461146885143,0.9305373863767201
0.4x,0.807142857142857,0.0002752442706954192,0.5191461146885143,0.9305373863767201
0.5x,0.8107142857142855,0.0002460079779722063,0.5266538685192145,0.9319098292756637
1.01x,0.1857142857142857,0.5075409629336737,-0.3414310487431506,0.6239827029242929
1.5x,0.7607142857142856,0.0009911286119823719,0.42542889574108017,0.9123745040295578
3x,0.807142857142857,0.0002752442706954192,0.5191461146885143,0.9305373863767201
5x,0.8392857142857142,9.136935846519936e-05,0.5883547336462736,0.942765828379056
7x,0.825,0.00015323557090564586,0.5571346612025909,0.93736511058391
10x,0.8642857142857141,3.243373143346797e-05,0.6448514035698243,0.9520882319404337
