,r,p-value,lower,upper
0.1x-prior,0.23219814241486067,0.3538383254251315,-0.3348770596409631,0.6516469159770396
0.2x-prior,0.21362229102167182,0.3946884572555506,-0.33908516387726645,0.6752000782064649
0.3x-prior,0.19504643962848298,0.43798642970216684,-0.3593039683331959,0.6677724622221057
0.4x-prior,0.1867905056759546,0.4579894347688285,-0.3778393896406622,0.6607587773329228
0.5x-prior,0.16202270381836945,0.5206651056985048,-0.439005291727169,0.6401726436387155
1.5x-prior,0.1867905056759546,0.4579894347688285,-0.4081516095534787,0.6801661474558671
3x-prior,0.15170278637770898,0.5479006675946312,-0.42681947966375816,0.6816197931282232
5x-prior,0.15170278637770898,0.5479006675946312,-0.42323159060138593,0.7229543971816283
7x-prior,0.15170278637770898,0.5479006675946312,-0.4184856908990373,0.7236268990683146
10x-prior,0.12487100103199174,0.6215259168914699,-0.4292560610010428,0.6564161974252376
0.1x-post,0.3560371517027864,0.14702554764788864,-0.19682395494409305,0.764611009414226
0.2x-post,0.6429308565531475,0.004002006540262521,0.23996473029045645,0.8851804463156429
0.3x-post,0.6780185758513931,0.0019851971899574545,0.22492765901981235,0.9163331986426658
0.4x-post,0.7523219814241485,0.00031600857312329123,0.3698998717784052,0.9413074415828856
0.5x-post,0.8596491228070176,4.827997425048475e-06,0.5840248233184486,0.9537899466355884
1.5x-post,0.7275541795665634,0.0006215020932519374,0.37967608471797387,0.9351498283557972
3x-post,0.2961816305469556,0.23271685741068457,-0.24532722923133887,0.7371850804863275
5x-post,0.4324045407636739,0.0731081920707255,-0.09948245602222788,0.7544618103969297
7x-post,0.5232198142414861,0.025867451500141986,0.04779717021096332,0.8481518749031952
10x-post,0.5541795665634675,0.017009913077973247,0.13865647810218976,0.8522548509518271
